exposures,theta,conversions
"[43, 23, 197]","[0.018090041851300503, 0.005488420817896814, 0.19077240285433147]","[2, 0, 31]"
"[43, 23, 198]","[0.03711755127618057, 0.004355734002136872, 0.13821583498719253]","[2, 0, 31]"
"[43, 23, 199]","[0.10590638706238541, 0.07208927781581878, 0.11073074572532951]","[2, 0, 31]"
"[43, 23, 200]","[0.09939663947708008, 0.005544102859132058, 0.1482884188188366]","[2, 0, 31]"
"[43, 23, 201]","[0.0516423536819507, 0.047671768618012526, 0.12691291981265626]","[2, 0, 32]"
"[43, 23, 202]","[0.05197455102475333, 0.00444942151527946, 0.13468885439890996]","[2, 0, 32]"
"[43, 23, 203]","[0.03807745297835886, 0.046396157235871094, 0.15389570323075452]","[2, 0, 32]"
"[43, 23, 204]","[0.02493078204840375, 0.007820142701242254, 0.10927577375846174]","[2, 0, 32]"
"[43, 23, 205]","[0.037125195526066294, 0.010145618959651733, 0.12609335867171728]","[2, 0, 32]"
"[43, 23, 206]","[0.03220117793425804, 0.035787992364840926, 0.17661895398101224]","[2, 0, 32]"
"[43, 23, 207]","[0.053364440304443796, 0.02211500205295058, 0.11410981044168537]","[2, 0, 32]"
"[43, 23, 208]","[0.10411585859548211, 0.017116531729402112, 0.11830900398032067]","[2, 0, 32]"
"[43, 23, 209]","[0.040293931358343825, 0.05272766981449075, 0.12123673045679075]","[2, 0, 33]"
"[43, 23, 210]","[0.0757401067184434, 0.000657305481262079, 0.08767662894702746]","[2, 0, 33]"
"[43, 23, 211]","[0.05000563965782018, 0.010653074570490579, 0.15187248281185184]","[2, 0, 33]"
"[43, 23, 212]","[0.012040901811043376, 0.04242741884220343, 0.12767453037080898]","[2, 0, 33]"
"[43, 23, 213]","[0.03269352117849855, 0.021120856801672437, 0.15189147504438072]","[2, 0, 34]"
"[43, 23, 214]","[0.1643499257360757, 0.08669123834715979, 0.1406836401137963]","[2, 0, 34]"
"[44, 23, 214]","[0.028758368998495806, 0.13814427049870626, 0.16777982307803302]","[2, 0, 34]"
"[44, 23, 215]","[0.013388996563370625, 0.014027651258996694, 0.12534221444407231]","[2, 0, 34]"
"[44, 23, 216]","[0.11059126159632904, 0.009670017198266937, 0.10354386164587503]","[2, 0, 34]"
"[45, 23, 216]","[0.06969843864300838, 0.04287787973690182, 0.11633403772066904]","[3, 0, 34]"
"[45, 23, 217]","[0.09546780753309614, 0.06720130446047003, 0.173873044302606]","[3, 0, 34]"
"[45, 23, 218]","[0.06880822206797686, 0.03994782133522864, 0.16593874190179783]","[3, 0, 34]"
"[45, 23, 219]","[0.03795673038019147, 0.018590234154514492, 0.1604941137357252]","[3, 0, 34]"
"[45, 23, 220]","[0.07405002219489189, 0.020504562254040612, 0.13380496597945124]","[3, 0, 34]"
"[45, 23, 221]","[0.0687375143339194, 0.046214344331492824, 0.10665858359816428]","[3, 0, 34]"
"[45, 23, 222]","[0.09939941296141158, 0.01865556712819255, 0.13724682620515552]","[3, 0, 34]"
"[45, 23, 223]","[0.09947577789482012, 0.0244278961554269, 0.11926972658572063]","[3, 0, 34]"
"[45, 23, 224]","[0.04725512988419485, 0.012751949678022647, 0.09765933535110081]","[3, 0, 34]"
"[45, 23, 225]","[0.10244129622344438, 0.07542548169033399, 0.11639503051794231]","[3, 0, 34]"
"[45, 23, 226]","[0.10353434333223198, 0.021673300138366956, 0.1437264733186292]","[3, 0, 35]"
"[45, 23, 227]","[0.04996121447785125, 0.032430379438931865, 0.1438288529797614]","[3, 0, 35]"
"[45, 23, 228]","[0.18267986916319287, 0.05888977647065287, 0.13377173643916823]","[3, 0, 36]"
"[46, 23, 228]","[0.0629198358659093, 0.05243793624577815, 0.1489221490936814]","[3, 0, 36]"
"[46, 23, 229]","[0.09184746015221779, 0.023735876725783422, 0.11223388308871614]","[3, 0, 36]"
"[46, 23, 230]","[0.06840282976603075, 0.0951274612707134, 0.17127124024553608]","[3, 0, 36]"
"[46, 23, 231]","[0.15537192389023075, 0.010093771439888188, 0.12028155047656405]","[3, 0, 36]"
"[47, 23, 231]","[0.06656292249630902, 0.008416616315872209, 0.1301536248942484]","[3, 0, 36]"
"[47, 23, 232]","[0.037509818042747334, 0.06498983563891339, 0.11409400297523724]","[3, 0, 36]"
"[47, 23, 233]","[0.0821640552568765, 0.04304991482412922, 0.12268956688986823]","[3, 0, 36]"
"[47, 23, 234]","[0.05015774996876465, 0.01982578315438839, 0.14388424550344847]","[3, 0, 36]"
"[47, 23, 235]","[0.07011427389747056, 0.02267029851722869, 0.13139410348322272]","[3, 0, 36]"
"[47, 23, 236]","[0.01513697878378806, 0.018854698789926475, 0.0951587168371521]","[3, 0, 36]"
"[47, 23, 237]","[0.06409252682485612, 0.015343438588065106, 0.12929884479532114]","[3, 0, 36]"
"[47, 23, 238]","[0.06567005775842942, 0.09007385770719559, 0.12121556570996132]","[3, 0, 36]"
"[47, 23, 239]","[0.042305012845153575, 0.004031524804850008, 0.0958338201557933]","[3, 0, 36]"
"[47, 23, 240]","[0.09347317922241696, 0.009391255818947104, 0.13919745814693316]","[3, 0, 36]"
"[47, 23, 241]","[0.1404658098183923, 0.024998841688283015, 0.16215772498288955]","[3, 0, 36]"
"[47, 23, 242]","[0.07565326967513634, 0.014141195776879466, 0.09968683594657513]","[3, 0, 36]"
"[47, 23, 243]","[0.11880290827336128, 0.01081684350059375, 0.12696910765060568]","[3, 0, 36]"
"[47, 23, 244]","[0.031581014457716675, 0.022066184914787772, 0.1435088145589694]","[3, 0, 36]"
"[47, 23, 245]","[0.07387550498814206, 0.00909839449367149, 0.1194473103146769]","[3, 0, 36]"
"[47, 23, 246]","[0.1027236351882797, 0.0013210365030665412, 0.1286130291217949]","[3, 0, 36]"
"[47, 23, 247]","[0.07889786709297555, 0.022694737612383865, 0.11494233892177547]","[3, 0, 36]"
"[47, 23, 248]","[0.040523026850122226, 0.026213784866462215, 0.13230240979875968]","[3, 0, 36]"
"[47, 23, 249]","[0.12753604330479631, 0.0060292306286841004, 0.09658336131955444]","[3, 0, 36]"
"[48, 23, 249]","[0.10905969751109514, 0.0016148822235268617, 0.14101265475814884]","[4, 0, 36]"
"[48, 23, 250]","[0.07813408685736449, 0.020684528875456586, 0.11397727901004694]","[4, 0, 36]"
"[48, 23, 251]","[0.09643407350725275, 0.015966721422586712, 0.1122308367227114]","[4, 0, 37]"
"[48, 23, 252]","[0.05552708823418102, 0.06916316477522938, 0.10823914988811932]","[4, 0, 37]"
"[48, 23, 253]","[0.06506014047205413, 0.025034524650965027, 0.09577995836672411]","[4, 0, 37]"
"[48, 23, 254]","[0.15175668971351372, 0.0035982520817934354, 0.14603808819915012]","[4, 0, 37]"
"[49, 23, 254]","[0.12560460447476365, 0.022422960741238455, 0.09619400329525613]","[4, 0, 37]"
"[50, 23, 254]","[0.12905239024787038, 0.0013810338433615191, 0.1089781815553728]","[4, 0, 37]"
"[51, 23, 254]","[0.08706918972173831, 0.036540833276026315, 0.15399384905854055]","[5, 0, 37]"
"[51, 23, 255]","[0.15998365097021386, 0.011810101999354096, 0.1627924197662851]","[5, 0, 37]"
"[51, 23, 256]","[0.02256216919653956, 0.044317145542849566, 0.15757263711849429]","[5, 0, 37]"
"[51, 23, 257]","[0.10020581007113415, 0.04507143141982036, 0.12458846552408256]","[5, 0, 37]"
"[51, 23, 258]","[0.12800015218146907, 0.04625843431101571, 0.12890814084645874]","[5, 0, 37]"
"[51, 23, 259]","[0.14022054869471717, 0.032597603599811106, 0.13081883700186447]","[5, 0, 37]"
"[52, 23, 259]","[0.09997882029117156, 0.02694531034257539, 0.11816349147053934]","[5, 0, 37]"
"[52, 23, 260]","[0.08385350311559672, 0.02323276719003931, 0.16613130081330213]","[5, 0, 37]"
"[52, 23, 261]","[0.17257845510092532, 0.04154566310005741, 0.1510103836068649]","[5, 0, 37]"
"[53, 23, 261]","[0.12151415968292453, 0.1268116863425259, 0.12180554289552044]","[6, 0, 37]"
"[53, 24, 261]","[0.09679046338312286, 0.06653059910303492, 0.11157452875022382]","[6, 0, 37]"
"[53, 24, 262]","[0.0690690973646487, 0.1767563888736189, 0.14346937179500865]","[6, 0, 37]"
"[53, 25, 262]","[0.2006028243946642, 0.03202211226983767, 0.09626152768799201]","[6, 0, 37]"
"[54, 25, 262]","[0.10524981688499244, 0.10779771129065134, 0.14696768694113693]","[6, 0, 37]"
"[54, 25, 263]","[0.14460705019792103, 0.002743936045194713, 0.1561071800178703]","[6, 0, 37]"
"[54, 25, 264]","[0.08958878661256162, 0.13389851015720083, 0.13447791833727515]","[6, 0, 37]"
"[54, 25, 265]","[0.07930871255356672, 0.011929512881427802, 0.11934677520070507]","[6, 0, 37]"
"[54, 25, 266]","[0.11124782243018548, 0.003975894803707694, 0.11636837279140656]","[6, 0, 37]"
"[54, 25, 267]","[0.11354224930639145, 0.024154618647845502, 0.08877955210376688]","[6, 0, 37]"
"[55, 25, 267]","[0.11920169531196781, 0.02262923557870473, 0.14787629565762722]","[6, 0, 37]"
"[55, 25, 268]","[0.1670716287331006, 0.050617040322971055, 0.12660130887981516]","[6, 0, 37]"
"[56, 25, 268]","[0.1321274166069734, 0.049683721070538193, 0.1239352550936311]","[6, 0, 37]"
"[57, 25, 268]","[0.0804111508873416, 0.027377940480088875, 0.1368009546488988]","[6, 0, 37]"
"[57, 25, 269]","[0.08753477215475765, 0.05806939997079866, 0.12692302131171046]","[6, 0, 38]"
"[57, 25, 270]","[0.1302001395720116, 0.10770243546558576, 0.16805484461378856]","[6, 0, 38]"
"[57, 25, 271]","[0.15584886317552002, 0.010125165401818091, 0.0930195734469293]","[6, 0, 38]"
"[58, 25, 271]","[0.13817444419293837, 0.010907282300142629, 0.09411505730855978]","[6, 0, 38]"
"[59, 25, 271]","[0.0975761807950524, 0.0037765008707549533, 0.09659859281621305]","[6, 0, 38]"
"[60, 25, 271]","[0.1313522414878212, 0.15695870646403431, 0.11277376356195178]","[6, 0, 38]"
"[60, 26, 271]","[0.06247128579401144, 0.0673087943471848, 0.15769521991837754]","[6, 0, 38]"
"[60, 26, 272]","[0.11214251929909799, 0.02800502381150328, 0.1209285157032374]","[6, 0, 38]"
"[60, 26, 273]","[0.18010360336945994, 0.1495727246701518, 0.15416464993372966]","[6, 0, 38]"
"[61, 26, 273]","[0.16238568624951236, 0.10541229089175337, 0.12347109938627773]","[6, 0, 38]"
"[62, 26, 273]","[0.11780072813366572, 0.055849125967285314, 0.136999982427055]","[6, 0, 38]"
"[62, 26, 274]","[0.08034872221616415, 0.07438759292402058, 0.12132840409364977]","[6, 0, 38]"
"[62, 26, 275]","[0.10171946385447635, 0.07500717822501711, 0.1234180682836701]","[6, 0, 39]"
"[62, 26, 276]","[0.04697506955084604, 0.042755784060012667, 0.16320535572620423]","[6, 0, 39]"
"[62, 26, 277]","[0.14556710820637944, 0.05843690950340488, 0.12767245358507015]","[6, 0, 39]"
"[63, 26, 277]","[0.08603082726773449, 0.001526224141896656, 0.13043596488510148]","[6, 0, 39]"
"[63, 26, 278]","[0.1059863073183915, 0.1014284189208263, 0.11161087606633877]","[6, 0, 39]"
"[63, 26, 279]","[0.07797828879171624, 0.014244832199563224, 0.13047956484174103]","[6, 0, 39]"
"[63, 26, 280]","[0.1454756355729506, 0.02493280461536034, 0.1351487737609781]","[6, 0, 40]"
"[64, 26, 280]","[0.07487239758908915, 0.0005484737967419503, 0.1981973485669194]","[6, 0, 40]"
"[64, 26, 281]","[0.10087610293961266, 0.00939105836547911, 0.12009027909989146]","[6, 0, 40]"
"[64, 26, 282]","[0.10044666311660141, 0.03583197939388846, 0.10409769742216188]","[6, 0, 40]"
"[64, 26, 283]","[0.09749358078771878, 0.01785556464449675, 0.09071719351916406]","[6, 0, 40]"
"[65, 26, 283]","[0.0963087937248828, 0.02291712030409315, 0.13554529446558705]","[6, 0, 40]"
"[65, 26, 284]","[0.045074282547412706, 0.007957721488838094, 0.14027180379113005]","[6, 0, 40]"
"[65, 26, 285]","[0.07162085530545366, 0.024362290184330036, 0.12244387499512382]","[6, 0, 40]"
"[65, 26, 286]","[0.07670821764261566, 0.03238570575598725, 0.14250741606737502]","[6, 0, 40]"
"[65, 26, 287]","[0.06542608752870067, 0.1567855264723935, 0.10761140892177422]","[6, 0, 40]"
"[65, 27, 287]","[0.10710650156895268, 0.08978041194291066, 0.0974038115228084]","[6, 0, 40]"
"[66, 27, 287]","[0.08088168434938665, 0.023842978464000804, 0.11241386608079992]","[6, 0, 40]"
"[66, 27, 288]","[0.11359767835764745, 0.0034856245880461197, 0.11707462528778063]","[6, 0, 40]"
"[66, 27, 289]","[0.10639169404882502, 0.014162346057945698, 0.12045462935999823]","[6, 0, 40]"
"[66, 27, 290]","[0.08209622129992016, 0.010581042264493136, 0.09375871041817332]","[6, 0, 40]"
"[66, 27, 291]","[0.07770214076154061, 0.0034101315267006933, 0.14338525887711231]","[6, 0, 40]"
"[66, 27, 292]","[0.10081783447459343, 0.05388463589809071, 0.10079851966732661]","[6, 0, 41]"
"[67, 27, 292]","[0.05780131693677306, 0.00015065658688548627, 0.13537787479592203]","[6, 0, 41]"
"[67, 27, 293]","[0.10067100282628184, 0.017875731862848705, 0.12827579255964644]","[6, 0, 41]"
"[67, 27, 294]","[0.11382488968918016, 0.05650972104236071, 0.13655971929605526]","[6, 0, 41]"
"[67, 27, 295]","[0.095314255201817, 0.012174713303473394, 0.1435651548742078]","[6, 0, 41]"
"[67, 27, 296]","[0.14736285944307198, 0.02694573578421386, 0.10886071124926794]","[6, 0, 41]"
"[68, 27, 296]","[0.10091580407573703, 0.028127439905266168, 0.1262648494861221]","[6, 0, 41]"
"[68, 27, 297]","[0.08349424582389965, 0.018227652368422026, 0.12648773445002062]","[6, 0, 41]"
"[68, 27, 298]","[0.08888621910624502, 0.030983627130735974, 0.14250833304018612]","[6, 0, 41]"
"[68, 27, 299]","[0.06480688823915766, 0.031014263497499896, 0.14131083525622454]","[6, 0, 42]"
"[68, 27, 300]","[0.10194984271935333, 0.03189879917151981, 0.11273703155826408]","[6, 0, 42]"
"[68, 27, 301]","[0.09415490034228233, 0.014093045630408052, 0.153910591084877]","[6, 0, 42]"
"[68, 27, 302]","[0.11090069578561493, 0.03392660905549832, 0.1197596281067416]","[6, 0, 42]"
"[68, 27, 303]","[0.07710210048903737, 0.04451685271503613, 0.11133887383493551]","[6, 0, 42]"
"[68, 27, 304]","[0.10314114552197844, 0.04175193873083977, 0.1210073841311228]","[6, 0, 42]"
"[68, 27, 305]","[0.0641158530089798, 0.047472775415093246, 0.1438900953968311]","[6, 0, 42]"
"[68, 27, 306]","[0.09705312067685187, 0.030966611629751995, 0.08794150828135326]","[6, 0, 43]"
"[69, 27, 306]","[0.05036916152538699, 0.0033614628279389413, 0.1297166345259553]","[6, 0, 43]"
"[69, 27, 307]","[0.06831658169485766, 0.13070280756892036, 0.10866092635406618]","[6, 0, 44]"
"[69, 28, 307]","[0.08259119846118926, 0.0049166298621459575, 0.11161849237883126]","[6, 0, 44]"
"[69, 28, 308]","[0.07477670582988875, 0.01899462421359248, 0.11506116055767647]","[6, 0, 44]"
"[69, 28, 309]","[0.08955242582338495, 0.005278047023624493, 0.10048072539578061]","[6, 0, 45]"
"[69, 28, 310]","[0.05533569436096996, 0.005830482841802003, 0.13769065411009787]","[6, 0, 45]"
"[69, 28, 311]","[0.04275581179272259, 0.007650929514000661, 0.13002344423302445]","[6, 0, 45]"
"[69, 28, 312]","[0.09947649838427094, 0.013041360818131712, 0.09840739041351929]","[6, 0, 46]"
"[70, 28, 312]","[0.07458929924341527, 0.00047451505449981444, 0.14712107285134238]","[6, 0, 46]"
"[70, 28, 313]","[0.04742397032858669, 0.03785715624424787, 0.13600316452692426]","[6, 0, 46]"
"[70, 28, 314]","[0.07647028326871727, 0.07546636327911994, 0.15153858940387024]","[6, 0, 46]"
"[70, 28, 315]","[0.10844422952998395, 0.0036145749375818582, 0.1632753082999856]","[6, 0, 46]"
"[70, 28, 316]","[0.09413360742491868, 0.007827621580481775, 0.1275631265919621]","[6, 0, 46]"
"[70, 28, 317]","[0.16461974026382795, 0.003128862557829774, 0.12813547912102008]","[6, 0, 46]"
"[71, 28, 317]","[0.08050038894360095, 0.021132511425289706, 0.10179665102355959]","[6, 0, 46]"
"[71, 28, 318]","[0.11807229377266017, 0.05066527079885801, 0.13827989545858893]","[6, 0, 46]"
"[71, 28, 319]","[0.09165491641359325, 0.0890338374724021, 0.11362263867158877]","[6, 0, 46]"
"[71, 28, 320]","[0.14381187937183462, 0.0044328103705389855, 0.12847269831848976]","[6, 0, 46]"
"[72, 28, 320]","[0.12025533757821388, 0.003923494376409348, 0.132550352343316]","[6, 0, 46]"
"[72, 28, 321]","[0.08207837532702683, 0.05819142317154511, 0.1324484543151054]","[6, 0, 46]"
"[72, 28, 322]","[0.07630566031453777, 0.05804234842749652, 0.100995018289037]","[6, 0, 46]"
"[72, 28, 323]","[0.05742688885164112, 0.005018519703427219, 0.14183148886241662]","[6, 0, 46]"
"[72, 28, 324]","[0.06854000434240158, 0.008278741880796383, 0.11489542790387709]","[6, 0, 46]"
"[72, 28, 325]","[0.109175016730866, 0.011880020195444013, 0.10806138924609866]","[6, 0, 46]"
"[73, 28, 325]","[0.11613967916985107, 0.0036387667788041226, 0.16650379954862776]","[6, 0, 46]"
"[73, 28, 326]","[0.13565993834361414, 0.05216578795995777, 0.11116692645285396]","[6, 0, 46]"
"[74, 28, 326]","[0.07227520589417549, 0.06918089745739804, 0.10961750375572504]","[6, 0, 46]"
"[74, 28, 327]","[0.060132363873073434, 0.12718770495467904, 0.15338244205332546]","[6, 0, 47]"
"[74, 28, 328]","[0.08275790404079916, 0.0012405412674332168, 0.11785323574607168]","[6, 0, 47]"
"[74, 28, 329]","[0.06898291933580337, 0.028771348188217034, 0.10823633579360387]","[6, 0, 47]"
"[74, 28, 330]","[0.0734930237502138, 0.04906659772628167, 0.1261524804520402]","[6, 0, 47]"
"[74, 28, 331]","[0.09104741894394161, 0.025487487036147113, 0.10846553266578525]","[6, 0, 47]"
"[74, 28, 332]","[0.08836883051324414, 0.06618195101375007, 0.12507614322175772]","[6, 0, 47]"
"[74, 28, 333]","[0.05266049412038132, 0.0847076441187797, 0.14005331339412827]","[6, 0, 47]"
"[74, 28, 334]","[0.1029963047562807, 0.0035932066061163254, 0.11371765707950482]","[6, 0, 47]"
"[74, 28, 335]","[0.1269064880388078, 0.0033924150256543395, 0.09308206459325183]","[6, 0, 47]"
"[75, 28, 335]","[0.13081073079707217, 0.0037412937559565245, 0.10502512832009787]","[6, 0, 47]"
"[76, 28, 335]","[0.07174425684075005, 0.005242918158268709, 0.16575349634352748]","[6, 0, 47]"
"[76, 28, 336]","[0.0448356577381692, 0.03803416776016176, 0.09959867115569254]","[6, 0, 47]"
"[76, 28, 337]","[0.05724430814309131, 0.05656430232414732, 0.10633784188405196]","[6, 0, 47]"
"[76, 28, 338]","[0.06831196627172771, 0.005522940507858188, 0.11590430175041704]","[6, 0, 47]"
"[76, 28, 339]","[0.11838037553528945, 0.012736997333538454, 0.11480745544930857]","[6, 0, 47]"
"[77, 28, 339]","[0.06809043161791786, 0.06481281801570347, 0.11583630796445823]","[6, 0, 47]"
"[77, 28, 340]","[0.08008937567869617, 0.021177213721672878, 0.12981828609337404]","[6, 0, 47]"
"[77, 28, 341]","[0.09677211321666156, 0.09568491790061011, 0.13263427673591688]","[6, 0, 47]"
"[77, 28, 342]","[0.1065232065364985, 0.012544476992097821, 0.1131202686659151]","[6, 0, 47]"
"[77, 28, 343]","[0.09597816116301218, 0.04027497360507954, 0.13705399724520154]","[6, 0, 47]"
"[77, 28, 344]","[0.0832371393528151, 0.003044578912966328, 0.12906378205483277]","[6, 0, 47]"
"[77, 28, 345]","[0.06054651196674872, 0.0630665808995239, 0.1374610660563806]","[6, 0, 47]"
"[77, 28, 346]","[0.07909031361680345, 0.03613940535016342, 0.13293696724388576]","[6, 0, 47]"
"[77, 28, 347]","[0.17962822816478882, 0.03707031899113688, 0.10759578084673266]","[6, 0, 47]"
"[78, 28, 347]","[0.12983338704866457, 0.023992241217249625, 0.10294888422644836]","[7, 0, 47]"
"[79, 28, 347]","[0.061463585746259035, 0.05134406583306508, 0.11535462746731862]","[7, 0, 47]"
"[79, 28, 348]","[0.14220227053247358, 0.001694489502730042, 0.12173110559090068]","[7, 0, 47]"
"[80, 28, 348]","[0.0748802320275078, 0.09488452993896516, 0.10984396585835524]","[7, 0, 47]"
"[80, 28, 349]","[0.05516482035031107, 0.0061708701359318744, 0.09332669405391295]","[7, 0, 47]"
"[80, 28, 350]","[0.09511850227346325, 0.012012722264901837, 0.11362844238604872]","[7, 0, 47]"
"[80, 28, 351]","[0.05419503205986107, 0.055941546421391854, 0.11203005297299846]","[7, 0, 47]"
"[80, 28, 352]","[0.11521241435164975, 0.06954517436421176, 0.12993761650319888]","[7, 0, 47]"
"[80, 28, 353]","[0.19334350048590992, 0.08568428577535413, 0.11620040652640559]","[7, 0, 47]"
"[81, 28, 353]","[0.15911435284299744, 0.01406191493354527, 0.11853816009754652]","[7, 0, 47]"
"[82, 28, 353]","[0.06414220153230447, 0.010985150234167945, 0.13330042211943507]","[7, 0, 47]"
"[82, 28, 354]","[0.10143855423467972, 0.018872074142813427, 0.12103580045592889]","[7, 0, 47]"
"[82, 28, 355]","[0.1353820812418356, 0.05572756242192747, 0.12092525521081732]","[7, 0, 47]"
"[83, 28, 355]","[0.1050906262522905, 0.052415283718401894, 0.13385470053292273]","[7, 0, 47]"
"[83, 28, 356]","[0.11545706884626712, 0.054285067290976236, 0.1371473580670517]","[7, 0, 47]"
"[83, 28, 357]","[0.08518133790159939, 0.022360929006957842, 0.13075098047667408]","[7, 0, 47]"
"[83, 28, 358]","[0.14214733311434968, 0.012458465365398136, 0.10720614835339141]","[7, 0, 47]"
"[84, 28, 358]","[0.06719433303025028, 0.00733793546342874, 0.10475874003511826]","[7, 0, 47]"
"[84, 28, 359]","[0.06421522065284764, 0.0010357484183829049, 0.10071792663835706]","[7, 0, 47]"
"[84, 28, 360]","[0.1353697984013403, 0.0005944910436359156, 0.13077596570550254]","[7, 0, 47]"
"[85, 28, 360]","[0.06620171186869916, 0.0921511926041803, 0.1475852251057287]","[7, 0, 47]"
"[85, 28, 361]","[0.10249228362504219, 0.06855976195923255, 0.12202662968779909]","[7, 0, 47]"
"[85, 28, 362]","[0.08491327490397883, 0.004061101635571646, 0.12064410054559138]","[7, 0, 47]"
"[85, 28, 363]","[0.050061661900261976, 0.01891263654993463, 0.12128865861168717]","[7, 0, 47]"
